ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
10007536,HY197372,03/24/2015 11:45:00 PM,040XX W 19TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1012,010,24,29,08B,1149598,1890338,2015,02/10/2018 03:50:01 PM,41.855004223,-87.72639465,"(41.855004223, -87.72639465)"
10007537,HY197357,03/24/2015 10:20:00 PM,020XX W DEVON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2412,024,50,2,18,1161602,1942494,2015,02/10/2018 03:50:01 PM,41.997882428,-87.680877865,"(41.997882428, -87.680877865)"
10007538,HY197350,03/24/2015 11:10:00 PM,031XX S LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1031,010,22,30,08B,1152203,1883546,2015,02/10/2018 03:50:01 PM,41.836315211,-87.71701198,"(41.836315211, -87.71701198)"
10007539,HY197371,03/24/2015 11:47:00 PM,077XX S EXCHANGE AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,true,false,0421,004,7,43,26,1196710,1853964,2015,02/10/2018 03:50:01 PM,41.754148242,-87.554685037,"(41.754148242, -87.554685037)"
10007540,HY197346,03/24/2015 10:50:00 PM,029XX S DEARBORN ST,0460,BATTERY,SIMPLE,CHA APARTMENT,true,false,0133,001,3,35,08B,1176241,1885750,2015,02/10/2018 03:50:01 PM,41.841855999,-87.628741678,"(41.841855999, -87.628741678)"
10007541,HY197360,03/23/2015 12:01:00 AM,062XX N BELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,2413,024,50,2,07,1160181,1941563,2015,02/10/2018 03:50:01 PM,41.995357324,-87.686131106,"(41.995357324, -87.686131106)"
10007543,HY197332,03/24/2015 10:15:00 PM,013XX N HUDSON AVE,1330,CRIMINAL TRESPASS,TO LAND,OTHER,true,false,1821,018,27,8,26,1173068,1909520,2015,02/10/2018 03:50:01 PM,41.907153315,-87.639680572,"(41.907153315, -87.639680572)"
10007544,HY197381,03/24/2015 11:55:00 PM,033XX S CLAREMONT AVE,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,0912,009,12,59,18,1161262,1882582,2015,02/10/2018 03:50:01 PM,41.833486712,-87.683797774,"(41.833486712, -87.683797774)"
10007545,HY197355,03/24/2015 11:12:00 PM,122XX S NORMAL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,0523,005,34,53,18,1175176,1823801,2015,02/10/2018 03:50:01 PM,41.671884429,-87.634496534,"(41.671884429, -87.634496534)"
10007546,HY197342,03/24/2015 10:55:00 PM,031XX W 44TH ST,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,0922,009,14,58,18,1155942,1875291,2015,02/10/2018 03:50:01 PM,41.813588012,-87.703514166,"(41.813588012, -87.703514166)"
10007547,HY197377,03/22/2015 11:00:00 AM,113XX S EDBROOKE AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,false,true,0531,005,9,49,26,1179220,1829881,2015,02/10/2018 03:50:01 PM,41.688477901,-87.619511215,"(41.688477901, -87.619511215)"
10007548,HY197328,03/24/2015 10:34:00 PM,077XX S DAMEN AVE,0820,THEFT,$500 AND UNDER,STREET,true,true,0611,006,18,71,06,1164370,1853320,2015,02/10/2018 03:50:01 PM,41.753123079,-87.673218304,"(41.753123079, -87.673218304)"
10007550,HY197370,03/24/2015 11:20:00 AM,024XX S KEELER AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,true,false,1013,010,22,29,18,1148769,1887600,2015,02/10/2018 03:50:01 PM,41.847506843,-87.729508143,"(41.847506843, -87.729508143)"
10007553,HY197368,03/24/2015 11:07:00 PM,080XX S MARSHFIELD AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,true,false,0611,006,21,71,26,1166742,1851339,2015,02/10/2018 03:50:01 PM,41.747636666,-87.664582243,"(41.747636666, -87.664582243)"
10007554,HY197295,08/30/2014 12:00:00 PM,044XX N BERNARD ST,0820,THEFT,$500 AND UNDER,APARTMENT,false,false,1723,017,33,14,06,1152589,1929303,2014,02/10/2018 03:50:01 PM,41.96186923,-87.714384264,"(41.96186923, -87.714384264)"
10007556,HY197395,03/25/2015 12:50:00 AM,053XX S HOYNE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0932,009,16,61,08B,1163272,1869037,2015,02/10/2018 03:50:01 PM,41.796275711,-87.676802366,"(41.796275711, -87.676802366)"
10007557,HY197364,03/24/2015 10:48:00 PM,039XX W CHICAGO AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,true,false,1112,011,27,23,18,1150161,1905059,2015,02/10/2018 03:50:01 PM,41.895389368,-87.723944549,"(41.895389368, -87.723944549)"
10007558,HY197378,03/25/2015 12:02:00 AM,026XX S LAWNDALE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1031,010,22,30,18,1152129,1886272,2015,02/10/2018 03:50:01 PM,41.843797156,-87.717211763,"(41.843797156, -87.717211763)"
10007559,HY197386,03/24/2015 11:35:00 PM,039XX W 19TH ST,031A,ROBBERY,ARMED: HANDGUN,ALLEY,false,false,1014,010,24,29,03,1150234,1890342,2015,02/10/2018 03:50:01 PM,41.855002839,-87.724060124,"(41.855002839, -87.724060124)"
10007560,HY197397,03/25/2015 12:26:00 AM,067XX S LANGLEY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0321,003,6,42,14,1182056,1860407,2015,02/10/2018 03:50:01 PM,41.772179881,-87.608187389,"(41.772179881, -87.608187389)"
10007561,HY197362,03/24/2015 08:05:00 PM,020XX W LE MOYNE ST,0820,THEFT,$500 AND UNDER,STREET,false,false,1424,014,1,24,06,1162569,1909834,2015,02/10/2018 03:50:01 PM,41.908241453,-87.678238993,"(41.908241453, -87.678238993)"
10007562,HY197331,03/24/2015 10:00:00 PM,055XX W POTOMAC AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,true,false,2532,025,37,25,26,1139140,1908110,2015,02/10/2018 03:50:01 PM,41.903969349,-87.764348214,"(41.903969349, -87.764348214)"
10007563,HY197392,03/25/2015 12:15:00 AM,019XX N HAMLIN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,true,true,2535,025,26,22,14,1150737,1912596,2015,02/10/2018 03:50:01 PM,41.91606038,-87.721631627,"(41.91606038, -87.721631627)"
10007564,HY197376,03/23/2015 09:00:00 PM,016XX W WARREN BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1224,012,27,28,08B,1165444,1900426,2015,02/10/2018 03:50:01 PM,41.882364476,-87.667945751,"(41.882364476, -87.667945751)"
10007568,HY197400,03/24/2015 05:00:00 PM,062XX S WHIPPLE ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0823,008,15,66,07,1157120,1863202,2015,02/10/2018 03:50:01 PM,41.780390363,-87.699520105,"(41.780390363, -87.699520105)"
10007571,HY197410,03/25/2015 01:16:00 AM,035XX S WENTWORTH AVE,0460,BATTERY,SIMPLE,CTA TRAIN,false,false,0915,009,3,34,08B,1175522,1881741,2015,02/10/2018 03:50:01 PM,41.830871136,-87.631500365,"(41.830871136, -87.631500365)"
10007572,HY197401,03/24/2015 11:30:00 PM,012XX N HUMBOLDT DR,0291,CRIM SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,SIDEWALK,false,false,1423,014,26,24,02,1156075,1908202,2015,02/10/2018 03:50:01 PM,41.903896722,-87.70213883,"(41.903896722, -87.70213883)"
10007573,HY197213,03/24/2015 06:53:00 PM,011XX S MOZART ST,1121,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,true,false,1135,011,28,29,10,1157533,1894885,2015,02/10/2018 03:50:01 PM,41.867324065,-87.697145871,"(41.867324065, -87.697145871)"
10007574,HY197404,03/25/2015 12:45:00 AM,056XX S LOOMIS BLVD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,0713,007,16,67,08B,1167958,1867375,2015,02/10/2018 03:50:01 PM,41.791615495,-87.659666195,"(41.791615495, -87.659666195)"
10007581,HY197382,03/25/2015 12:10:00 AM,052XX S MICHIGAN AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0225,002,3,40,08B,1178044,1870387,2015,02/10/2018 03:50:01 PM,41.799657879,-87.622591648,"(41.799657879, -87.622591648)"
10007582,HY197388,03/25/2015 12:08:00 AM,014XX N SEDGWICK ST,0460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,true,false,1821,018,27,8,08B,1173383,1909988,2015,02/10/2018 03:50:01 PM,41.908430535,-87.638509526,"(41.908430535, -87.638509526)"
10007583,HY197351,03/24/2015 05:45:00 AM,005XX W OAK ST,1220,DECEPTIVE PRACTICE,THEFT OF LOST/MISLAID PROP,RESIDENCE PORCH/HALLWAY,false,false,1823,018,27,8,11,1172329,1907062,2015,02/10/2018 03:50:01 PM,41.900424796,-87.642467932,"(41.900424796, -87.642467932)"
10007584,HY197289,03/24/2015 09:20:00 PM,043XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0821,008,14,58,06,1155755,1875357,2015,02/10/2018 03:50:01 PM,41.813772884,-87.704198328,"(41.813772884, -87.704198328)"
10007585,HY197414,03/25/2015 01:35:00 AM,001XX N CENTRAL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,1512,015,29,25,08B,1139023,1900544,2015,02/10/2018 03:50:01 PM,41.883209435,-87.764962093,"(41.883209435, -87.764962093)"
10007586,HY197307,03/24/2015 06:30:00 PM,046XX W 47TH ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0815,008,23,56,05,1146039,1873062,2015,02/10/2018 03:50:01 PM,41.807664723,-87.739895944,"(41.807664723, -87.739895944)"
10007588,HY197411,03/25/2015 12:30:00 AM,012XX S AVERS AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,false,false,1011,010,24,29,03,1150906,1894159,2015,02/10/2018 03:50:01 PM,41.865464029,-87.721493726,"(41.865464029, -87.721493726)"
10007589,HY197413,03/25/2015 01:37:00 AM,015XX S KEELER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,1012,010,24,29,08B,1148638,1892091,2015,02/10/2018 03:50:01 PM,41.859833239,-87.729873086,"(41.859833239, -87.729873086)"
10007591,HY197367,03/24/2015 09:53:00 PM,005XX E 81ST ST,2091,NARCOTICS,FORFEIT PROPERTY,STREET,true,false,0631,006,6,44,26,1181462,1851420,2015,02/10/2018 03:50:01 PM,41.747532335,-87.610641552,"(41.747532335, -87.610641552)"
10007592,HY197418,03/25/2015 02:10:00 AM,068XX W WELLINGTON AVE,2022,NARCOTICS,POSS: COCAINE,STREET,true,false,2511,025,36,18,18,1130084,1919178,2015,02/10/2018 03:50:01 PM,41.934501355,-87.797359696,"(41.934501355, -87.797359696)"
10007593,HY197432,03/25/2015 02:19:00 AM,056XX W GRAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,2515,025,29,19,18,1138686,1913503,2015,02/10/2018 03:50:01 PM,41.918776618,-87.765884835,"(41.918776618, -87.765884835)"
10007594,HY197429,03/22/2015 11:00:00 AM,009XX W 63RD PKWY,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0712,007,16,68,06,1171301,1863652,2015,02/10/2018 03:50:01 PM,41.781326622,-87.647516964,"(41.781326622, -87.647516964)"
10007595,HY197438,03/25/2015 03:40:00 AM,046XX W WELLINGTON AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,false,false,2521,025,31,19,26,1144702,1919537,2015,02/10/2018 03:50:01 PM,41.935223143,-87.743628717,"(41.935223143, -87.743628717)"
10007596,HY197425,03/24/2015 10:30:00 AM,039XX N TRIPP AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1731,017,38,16,14,1147298,1925749,2015,02/10/2018 03:50:01 PM,41.952220002,-87.733928571,"(41.952220002, -87.733928571)"
10007597,HY197390,03/24/2015 11:00:00 PM,073XX W HIGGINS AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,STREET,true,false,1613,016,41,10,18,1126676,1936348,2015,02/10/2018 03:50:01 PM,41.981675567,-87.809498646,"(41.981675567, -87.809498646)"
10007599,HY197412,03/24/2015 11:00:00 PM,078XX S EBERHART AVE,0420,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,false,false,0624,006,6,69,04B,1180931,1853181,2015,02/10/2018 03:50:01 PM,41.752376936,-87.612533218,"(41.752376936, -87.612533218)"
10007602,HY197427,03/25/2015 01:33:00 AM,044XX N MILWAUKEE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,true,false,1623,016,45,15,18,1141594,1928920,2015,02/10/2018 03:50:01 PM,41.961029065,-87.754818142,"(41.961029065, -87.754818142)"
10007603,HY197402,03/25/2015 12:27:00 AM,007XX E 79TH ST,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,STREET,false,false,0624,006,6,69,02,1182749,1852793,2015,02/10/2018 03:50:01 PM,41.751270235,-87.605883115,"(41.751270235, -87.605883115)"
10007604,HY197385,03/25/2015 12:30:00 AM,034XX N OVERHILL AVE,502R,OTHER OFFENSE,VEHICLE TITLE/REG OFFENSE,STREET,false,false,1631,016,36,17,26,1124143,1921991,2015,02/10/2018 03:50:01 PM,41.942320428,-87.819131368,"(41.942320428, -87.819131368)"
10007606,HY197436,03/25/2015 03:18:00 AM,069XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,true,true,0735,007,17,67,08B,1165878,1858685,2015,02/10/2018 03:50:01 PM,41.767813494,-87.667539882,"(41.767813494, -87.667539882)"
10007607,HY197433,03/25/2015 02:30:00 AM,070XX S MAY ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,0733,007,17,68,14,1169866,1858208,2015,02/10/2018 03:50:01 PM,41.766418904,-87.652935891,"(41.766418904, -87.652935891)"
10007608,HY197439,03/25/2015 02:02:00 AM,006XX S CICERO AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,true,false,1533,015,24,25,18,1144487,1896833,2015,02/10/2018 03:50:01 PM,41.872924943,-87.744991122,"(41.872924943, -87.744991122)"
10007610,HY197375,03/24/2015 11:55:00 PM,071XX S MERRILL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER,false,false,0333,003,5,43,14,1191789,1858173,2015,02/10/2018 03:50:01 PM,41.76581888,-87.572582139,"(41.76581888, -87.572582139)"
10007614,HY197448,03/25/2015 03:50:00 AM,035XX W DOUGLAS BLVD,0520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,APARTMENT,true,true,1021,010,24,29,04A,1152781,1893058,2015,02/10/2018 03:50:01 PM,41.862405884,-87.714639603,"(41.862405884, -87.714639603)"
10007615,HY197446,03/25/2015 04:42:00 AM,080XX S MANISTEE AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0422,004,7,46,08B,1195904,1852148,2015,02/10/2018 03:50:01 PM,41.749184981,-87.557698694,"(41.749184981, -87.557698694)"
10007616,HY197349,03/24/2015 08:59:00 PM,009XX E 104TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,PARKING LOT/GARAGE(NON.RESID.),true,false,0512,005,9,50,15,1184238,1836191,2015,02/10/2018 03:50:01 PM,41.705677782,-87.600944364,"(41.705677782, -87.600944364)"
10007617,HY197437,03/25/2015 03:30:00 AM,007XX E 79TH ST,0430,BATTERY,AGGRAVATED: OTHER DANG WEAPON,STREET,false,false,0624,006,6,69,04B,1182724,1852792,2015,02/10/2018 03:50:01 PM,41.75126807,-87.605974758,"(41.75126807, -87.605974758)"
10007619,HY197424,03/25/2015 02:21:00 AM,013XX W FULLERTON AVE,031A,ROBBERY,ARMED: HANDGUN,CONVENIENCE STORE,false,false,1811,018,32,7,03,1166801,1916058,2015,02/10/2018 03:50:01 PM,41.925230739,-87.662513983,"(41.925230739, -87.662513983)"
10007621,HY196570,03/03/2015 12:00:00 PM,063XX N TALMAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,false,false,2413,024,50,2,11,1157513,1941897,2015,02/10/2018 03:50:01 PM,41.996328747,-87.695936214,"(41.996328747, -87.695936214)"
10007622,HY197421,03/25/2015 02:20:00 AM,027XX N LINCOLN AVE,031A,ROBBERY,ARMED: HANDGUN,SMALL RETAIL STORE,false,false,1932,019,32,7,03,1168302,1918277,2015,02/10/2018 03:50:01 PM,41.931287433,-87.656934313,"(41.931287433, -87.656934313)"
10007623,HY197434,03/25/2015 03:10:00 AM,055XX W BELMONT AVE,041A,BATTERY,AGGRAVATED: HANDGUN,STREET,true,false,2514,025,30,19,04B,1138717,1920722,2015,02/10/2018 03:50:01 PM,41.938585768,-87.765595312,"(41.938585768, -87.765595312)"
10007626,HY197309,03/24/2015 10:00:00 PM,047XX S SHIELDS AVE,0320,ROBBERY,STRONGARM - NO WEAPON,ALLEY,false,false,0935,009,3,37,03,1174753,1873557,2015,02/10/2018 03:50:01 PM,41.808430707,-87.634566043,"(41.808430707, -87.634566043)"
10007630,HY195803,03/23/2015 11:30:00 AM,0000X W WASHINGTON ST,0560,ASSAULT,SIMPLE,GOVERNMENT BUILDING/PROPERTY,false,false,0111,001,42,32,08A,1175800,1900817,2015,02/10/2018 03:50:01 PM,41.883210775,-87.629906972,"(41.883210775, -87.629906972)"
10007631,HY197399,03/25/2015 12:40:00 AM,028XX W ADAMS ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,true,false,1124,011,2,27,14,1157494,1898897,2015,02/10/2018 03:50:01 PM,41.878334186,-87.697179887,"(41.878334186, -87.697179887)"
10007632,HY197431,03/24/2015 10:30:00 PM,008XX S KEDZIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,false,false,1134,011,24,27,14,1155163,1896079,2015,02/10/2018 03:50:01 PM,41.870648395,-87.705814487,"(41.870648395, -87.705814487)"
10007635,HY197465,03/25/2015 05:40:00 AM,064XX S DR MARTIN LUTHER KING JR DR,0810,THEFT,OVER $500,APARTMENT,false,true,0312,003,20,69,06,1180029,1862357,2015,02/10/2018 03:50:01 PM,41.777577536,-87.615558035,"(41.777577536, -87.615558035)"
10007636,HY197408,03/22/2015 12:01:00 AM,028XX S HOMAN AVE,1750,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,false,true,1032,010,22,30,20,1154160,1884960,2015,02/10/2018 03:50:01 PM,41.840156645,-87.709793303,"(41.840156645, -87.709793303)"
10007637,HY197453,03/24/2015 08:30:00 PM,061XX W WAVELAND AVE,0810,THEFT,OVER $500,STREET,false,false,1633,016,38,17,06,1134691,1923962,2015,02/10/2018 03:50:01 PM,41.947548888,-87.780315234,"(41.947548888, -87.780315234)"
10007638,HY197464,03/25/2015 06:15:00 AM,082XX S LANGLEY AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0631,006,6,44,07,1182333,1850410,2015,02/10/2018 03:50:01 PM,41.744740666,-87.607481201,"(41.744740666, -87.607481201)"
10007639,HY197455,03/25/2015 05:05:00 AM,024XX S WASHTENAW AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,false,1034,010,12,30,14,1158745,1887903,2015,02/10/2018 03:50:01 PM,41.848139992,-87.69288762,"(41.848139992, -87.69288762)"
10007640,HY197449,03/25/2015 04:00:00 AM,072XX S MAY ST,0890,THEFT,FROM BUILDING,RESIDENCE,false,false,0733,007,17,68,06,1169905,1856755,2015,02/10/2018 03:50:01 PM,41.76243084,-87.652835075,"(41.76243084, -87.652835075)"
10007641,HY197467,03/24/2015 09:00:00 PM,099XX S OAKLEY AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2213,022,19,72,06,1162795,1838657,2015,02/10/2018 03:50:01 PM,41.712918519,-87.679398359,"(41.712918519, -87.679398359)"
10007642,HY197468,03/24/2015 08:00:00 PM,099XX S OAKLEY AVE,0820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,false,false,2213,022,19,72,06,1162793,1838738,2015,02/10/2018 03:50:01 PM,41.713140838,-87.679403431,"(41.713140838, -87.679403431)"
10007643,HY197476,03/25/2015 01:30:00 AM,024XX N PARKSIDE AVE,0890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,false,false,2515,025,30,19,06,1138306,1915631,2015,02/10/2018 03:50:01 PM,41.924622979,-87.767229399,"(41.924622979, -87.767229399)"
10007644,HY197478,03/24/2015 09:00:00 PM,072XX S HALSTED ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0733,007,17,68,06,1172217,1856955,2015,02/10/2018 03:50:01 PM,41.762929162,-87.644355406,"(41.762929162, -87.644355406)"
10007646,HY197462,03/25/2015 05:44:00 AM,011XX N LAWNDALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,true,true,1112,011,27,23,08B,1151499,1907423,2015,02/10/2018 03:50:01 PM,41.901850234,-87.71896819,"(41.901850234, -87.71896819)"
10007647,HY197461,03/24/2015 08:30:00 PM,082XX S AVALON AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0411,004,8,45,06,1185976,1850630,2015,02/10/2018 03:50:01 PM,41.745259267,-87.594125987,"(41.745259267, -87.594125987)"
10007657,HY197475,03/24/2015 07:30:00 PM,015XX W GREENLEAF AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,2423,024,49,1,06,1164880,1947044,2015,02/10/2018 03:50:01 PM,42.010298553,-87.668689361,"(42.010298553, -87.668689361)"
10007659,HY197486,03/25/2015 06:45:00 AM,021XX S SPAULDING AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1024,010,24,30,14,1154690,1889632,2015,02/10/2018 03:50:01 PM,41.852966589,-87.707723515,"(41.852966589, -87.707723515)"
10007661,HY197496,03/24/2015 09:00:00 PM,016XX W PIERCE AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,1433,014,1,24,06,1165153,1910441,2015,02/10/2018 03:50:01 PM,41.909852556,-87.668729432,"(41.909852556, -87.668729432)"
10007675,HY195451,01/13/2015 12:00:00 PM,076XX N BOSWORTH AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,false,true,2422,024,49,1,02,1164635,1950521,2015,02/10/2018 03:50:01 PM,42.019844715,-87.669491587,"(42.019844715, -87.669491587)"
10007693,HY197502,03/19/2015 12:10:00 PM,059XX S KOLMAR AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,true,false,0813,008,13,65,14,1147048,1864934,2015,02/10/2018 03:50:01 PM,41.78534104,-87.736402167,"(41.78534104, -87.736402167)"
10007698,HY197499,03/25/2015 06:45:00 AM,065XX S WESTERN AVE,0560,ASSAULT,SIMPLE,MEDICAL/DENTAL OFFICE,false,false,0832,008,15,66,08A,1161498,1861209,2015,02/10/2018 03:50:01 PM,41.774831623,-87.683524733,"(41.774831623, -87.683524733)"
10007700,HY197479,03/24/2015 05:00:00 PM,073XX S GREENWOOD AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0324,003,5,69,06,1184821,1856646,2015,02/10/2018 03:50:01 PM,41.761794923,-87.598169686,"(41.761794923, -87.598169686)"
10007702,HY197513,03/25/2015 12:01:00 AM,082XX S AVALON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),false,false,0411,004,8,45,14,1185976,1850644,2015,02/10/2018 03:50:01 PM,41.745297684,-87.594125546,"(41.745297684, -87.594125546)"
10007706,HY197515,03/22/2015 04:00:00 AM,080XX S TROY ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0835,008,18,70,14,1156774,1851229,2015,02/10/2018 03:50:01 PM,41.747541598,-87.701111236,"(41.747541598, -87.701111236)"
10007709,HY197512,03/24/2015 08:00:00 PM,027XX W 24TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,1034,010,12,30,14,1158621,1887626,2015,02/10/2018 03:50:01 PM,41.84738241,-87.693350283,"(41.84738241, -87.693350283)"
10007711,HY197509,03/24/2015 07:00:00 PM,011XX E 83RD ST,0820,THEFT,$500 AND UNDER,STREET,false,false,0411,004,8,45,06,1185264,1850190,2015,02/10/2018 03:50:01 PM,41.744068616,-87.596748641,"(41.744068616, -87.596748641)"
10007715,HY197510,11/05/2014 01:19:00 PM,011XX W JACKSON BLVD,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,SMALL RETAIL STORE,false,false,1232,012,2,28,11,1168762,1898793,2014,02/10/2018 03:50:01 PM,41.877812165,-87.655809416,"(41.877812165, -87.655809416)"
10007721,HY197503,03/25/2015 07:21:00 AM,008XX W IRVING PARK RD,0460,BATTERY,SIMPLE,CTA BUS,true,false,1915,019,46,3,08B,1169789,1926761,2015,02/10/2018 03:50:01 PM,41.954535555,-87.651221802,"(41.954535555, -87.651221802)"
10007727,HY197522,03/23/2015 03:00:00 PM,008XX N STATE ST,0890,THEFT,FROM BUILDING,OTHER,false,false,1833,018,42,8,06,1176222,1905830,2015,02/10/2018 03:50:01 PM,41.896957209,-87.62820611,"(41.896957209, -87.62820611)"
10007728,HY197463,03/23/2015 02:00:00 PM,023XX E 83RD ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,false,true,0414,004,7,46,26,1193400,1850401,2015,02/10/2018 03:50:01 PM,41.744452642,-87.566931163,"(41.744452642, -87.566931163)"
10007732,HY197505,03/22/2015 04:00:00 AM,043XX N ELSTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,false,1722,017,39,16,08B,1148722,1928662,2015,02/10/2018 03:50:01 PM,41.960186048,-87.728618313,"(41.960186048, -87.728618313)"
10007754,HY197494,03/25/2015 06:50:00 AM,016XX S TRUMBULL AVE,0460,BATTERY,SIMPLE,SIDEWALK,true,false,1021,010,24,29,08B,1153637,1891620,2015,02/10/2018 03:50:01 PM,41.858442878,-87.711535552,"(41.858442878, -87.711535552)"
10007767,HY197481,03/24/2015 09:00:00 PM,035XX W LAWRENCE AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,1712,017,39,14,05,1151707,1931661,2015,02/10/2018 03:50:01 PM,41.968357175,-87.717564717,"(41.968357175, -87.717564717)"
10007789,HY197482,03/24/2015 01:00:00 PM,080XX S MARSHFIELD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0611,006,21,71,14,1166741,1851386,2015,02/10/2018 03:50:01 PM,41.747765662,-87.664584569,"(41.747765662, -87.664584569)"
10007791,HY197549,03/25/2015 03:00:00 AM,041XX N LOWELL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,1722,017,38,16,07,1146490,1927002,2015,02/10/2018 03:50:01 PM,41.955673805,-87.736866765,"(41.955673805, -87.736866765)"
